area_sqft,bedrooms,bathrooms,stories,parking_spaces,house_age,distance_city_km,property_type,location_quality,furnishing_status,mainroad,basement,has_garden,price
2731,7,3.0,2,0.0,32,30.8,House,High,Unfurnished,Yes,No,No,23301831
5320,3,2.0,1,3.0,3,29.4,House,Medium,Unfurnished,Yes,No,No,43439297
4801,5,3.0,1,1.0,35,24.4,Apartment,Low,Semi-Furnished,Yes,No,Yes,37270800
6084,4,2.0,2,0.0,28,22.8,Apartment,Medium,Semi-Furnished,No,No,Yes,47019177
5819,4,3.0,2,2.0,37,29.7,House,Medium,Semi-Furnished,Yes,No,Yes,47655616
4253,7,1.0,1,1.0,16,40.0,Apartment,High,Semi-Furnished,Yes,No,No,33555274
2837,5,3.0,3,2.0,14,23.6,Townhouse,Low,Semi-Furnished,No,No,No,26026298
4241,3,4.0,2,3.0,40,32.5,House,High,Furnished,Yes,No,Yes,37075330
2380,4,5.0,1,0.0,39,30.0,House,Medium,Semi-Furnished,Yes,Yes,No,19196551
2555,5,4.0,3,2.0,8,34.4,House,High,Unfurnished,No,No,Yes,26422028
4132,3,4.0,3,3.0,11,38.2,House,Medium,Unfurnished,Yes,Yes,Yes,36061428
3906,2,1.0,1,1.0,32,8.5,Apartment,Premium,Semi-Furnished,No,Yes,Yes,35368813
3964,4,,1,3.0,45,7.5,House,High,Unfurnished,Yes,Yes,No,35520418
2777,1,4.0,1,1.0,11,23.9,Apartment,Medium,Unfurnished,No,No,No,23491999
2925,2,5.0,3,1.0,12,18.5,House,High,Unfurnished,No,No,Yes,28659424
511,3,3.0,2,,44,23.3,House,Medium,Semi-Furnished,Yes,No,No,6357659
4090,6,5.0,3,2.0,38,32.1,House,High,,Yes,No,Yes,38022567
3933,6,2.0,2,3.0,49,37.3,House,Medium,Unfurnished,Yes,No,No,29880719
6109,2,1.0,2,3.0,43,17.3,Apartment,Medium,Unfurnished,Yes,No,Yes,45473807
3500,3,1.0,2,2.0,52,29.0,House,,Semi-Furnished,Yes,No,Yes,27084430
3279,2,3.0,3,0.0,10,8.7,Apartment,,Unfurnished,Yes,Yes,No,29974944
859,6,4.0,2,,14,,Townhouse,High,Furnished,Yes,No,No,14474400
1640,2,2.0,3,3.0,13,1.9,House,High,Semi-Furnished,Yes,Yes,No,18926819
2495,6,4.0,3,2.0,3,20.6,Villa,Low,Semi-Furnished,Yes,Yes,Yes,29206769
2732,6,4.0,3,1.0,42,,House,Medium,Furnished,Yes,No,Yes,25442177
2644,5,2.0,3,,36,29.7,Villa,Medium,Semi-Furnished,Yes,No,No,22058077
2834,3,2.0,2,3.0,4,26.3,Apartment,Medium,Unfurnished,No,No,Yes,24958013
5101,7,4.0,1,0.0,10,15.0,Apartment,,Semi-Furnished,No,Yes,Yes,43001757
1243,5,4.0,2,0.0,10,1.2,Apartment,Medium,Semi-Furnished,Yes,Yes,Yes,18195456
2460,5,1.0,3,,22,,Apartment,High,Semi-Furnished,Yes,No,No,25222496
1435,6,2.0,3,1.0,25,38.9,Townhouse,Medium,Furnished,Yes,No,Yes,14315481
2312,7,3.0,2,3.0,15,37.0,House,High,Unfurnished,Yes,No,Yes,23639624
4591,1,3.0,1,2.0,51,13.7,House,Medium,Semi-Furnished,Yes,Yes,No,38809627
732,7,1.0,2,3.0,11,11.1,House,Medium,Unfurnished,Yes,Yes,Yes,12856706
2503,6,5.0,3,2.0,30,18.0,House,Medium,Unfurnished,Yes,Yes,No,24927180
593,2,2.0,1,3.0,24,27.9,House,Medium,Semi-Furnished,Yes,No,Yes,9388539
6227,3,2.0,1,3.0,21,14.9,Villa,Medium,Semi-Furnished,No,No,Yes,53143523
4849,6,1.0,1,0.0,45,3.6,House,Premium,Semi-Furnished,No,No,Yes,43784033
1923,2,5.0,3,3.0,53,16.7,House,High,Unfurnished,Yes,No,No,17839708
1649,4,2.0,2,2.0,0,11.2,Apartment,High,Unfurnished,Yes,No,No,16451153
1048,5,5.0,1,0.0,25,13.7,Townhouse,Low,Semi-Furnished,Yes,Yes,No,12674278
3310,5,3.0,1,0.0,6,7.4,Apartment,Low,Semi-Furnished,Yes,Yes,Yes,30415567
5008,7,5.0,1,1.0,23,26.7,House,Low,Semi-Furnished,No,No,Yes,42604637
3984,1,1.0,2,0.0,33,21.5,Townhouse,Premium,Semi-Furnished,Yes,No,No,32922106
5780,3,1.0,3,1.0,22,11.6,Apartment,High,Furnished,Yes,No,No,48776607
2530,7,5.0,2,3.0,17,22.6,Apartment,Medium,Furnished,Yes,Yes,Yes,25849653
2132,4,5.0,3,1.0,17,20.2,House,Premium,Semi-Furnished,Yes,Yes,No,26048061
3342,2,3.0,3,0.0,16,32.0,House,,Semi-Furnished,Yes,No,No,27518634
1672,3,1.0,3,1.0,17,38.3,Townhouse,Medium,Semi-Furnished,No,No,No,13028742
6352,3,5.0,1,,20,6.1,Villa,Medium,Furnished,Yes,No,Yes,55938263
1573,4,2.0,3,3.0,37,35.5,House,Medium,Semi-Furnished,No,No,No,14207584
3347,2,5.0,1,0.0,5,28.5,Townhouse,Premium,Semi-Furnished,No,No,Yes,33845321
3608,5,5.0,2,3.0,2,28.0,House,High,Semi-Furnished,Yes,No,No,34973579
2546,4,5.0,3,1.0,32,11.0,Villa,High,Semi-Furnished,Yes,Yes,No,28850387
3318,7,4.0,3,2.0,3,,Apartment,Medium,Unfurnished,Yes,No,No,30928180
692,7,4.0,3,0.0,34,2.1,Townhouse,Premium,Semi-Furnished,Yes,No,No,14023508
2925,1,3.0,3,0.0,36,4.9,Townhouse,High,Furnished,Yes,Yes,Yes,28506065
1111,4,5.0,2,0.0,27,13.5,Villa,High,Unfurnished,Yes,No,No,18111456
5263,1,1.0,2,1.0,6,,Villa,Medium,Semi-Furnished,Yes,No,Yes,43138178
2965,4,2.0,3,1.0,49,4.2,House,Medium,Semi-Furnished,Yes,Yes,No,26921839
4168,5,3.0,3,1.0,45,3.7,House,Low,Semi-Furnished,No,Yes,Yes,36627546
1984,3,2.0,2,0.0,18,16.9,Apartment,Medium,,Yes,No,Yes,18215922
1226,2,2.0,3,1.0,14,,Apartment,Medium,Semi-Furnished,No,No,No,13526440
1570,7,3.0,3,3.0,14,,Villa,Premium,Unfurnished,No,No,No,22860154
1004,7,5.0,1,3.0,12,28.7,House,High,Semi-Furnished,Yes,No,No,15576608
6317,5,3.0,2,1.0,41,36.5,House,High,Semi-Furnished,Yes,No,Yes,49392025
706,6,3.0,1,3.0,12,20.5,Apartment,Medium,Furnished,Yes,No,Yes,10569540
5911,2,2.0,2,2.0,9,27.8,House,Low,Semi-Furnished,Yes,No,No,46590525
4535,6,3.0,2,1.0,3,18.0,Apartment,Medium,Unfurnished,Yes,No,No,38762907
6405,3,2.0,3,0.0,25,17.8,House,Low,Semi-Furnished,Yes,Yes,No,52250955
4610,7,3.0,2,2.0,0,29.8,Apartment,Medium,Furnished,Yes,No,No,41126865
6021,2,3.0,1,3.0,24,2.8,Apartment,Medium,Furnished,No,No,Yes,51581115
3577,7,2.0,2,,45,26.4,House,Medium,Unfurnished,Yes,Yes,No,30358705
6083,1,3.0,2,1.0,27,15.2,House,Premium,,No,No,Yes,52370382
713,6,2.0,2,2.0,16,,Townhouse,Low,Semi-Furnished,No,No,Yes,12740808
3718,1,5.0,3,2.0,30,26.6,Apartment,High,Semi-Furnished,Yes,Yes,Yes,33799997
5251,3,1.0,2,2.0,24,21.5,Townhouse,Medium,Semi-Furnished,Yes,No,No,41595728
2946,6,3.0,3,2.0,33,31.3,House,Low,,Yes,Yes,No,26117231
3409,6,3.0,2,1.0,16,17.8,House,High,Furnished,Yes,Yes,Yes,33642329
5285,6,2.0,1,3.0,34,30.7,Townhouse,Medium,Unfurnished,Yes,No,No,40891191
4071,1,1.0,3,2.0,37,39.7,House,Medium,Semi-Furnished,Yes,No,No,28428400
5369,4,2.0,3,1.0,43,38.1,Villa,,Unfurnished,Yes,No,No,43453446
3568,7,4.0,3,0.0,34,11.7,Townhouse,Medium,Semi-Furnished,Yes,Yes,No,34562165
4873,2,2.0,2,1.0,4,34.9,Apartment,Low,Unfurnished,Yes,No,No,38664501
3660,2,4.0,1,2.0,42,29.1,House,Medium,Furnished,Yes,No,No,30943286
5316,3,4.0,2,1.0,41,12.3,Apartment,Low,Unfurnished,No,Yes,Yes,41500833
1579,6,1.0,3,0.0,38,4.7,Apartment,Medium,Semi-Furnished,No,No,Yes,13898800
3314,1,5.0,1,0.0,15,35.8,Apartment,Low,Semi-Furnished,Yes,Yes,No,27255839
1988,6,1.0,2,2.0,52,7.9,Apartment,Medium,Semi-Furnished,Yes,No,No,15416852
5776,3,1.0,2,2.0,2,5.8,House,Medium,Furnished,No,No,No,49378892
1295,3,1.0,3,3.0,31,38.0,House,High,Furnished,Yes,No,Yes,11820143
5910,3,1.0,1,3.0,50,34.6,Townhouse,High,Semi-Furnished,Yes,Yes,Yes,45992655
1519,3,2.0,2,2.0,10,25.8,House,Medium,Semi-Furnished,Yes,No,Yes,16070109
1433,1,5.0,3,0.0,49,17.6,Villa,Low,Semi-Furnished,No,Yes,No,15666469
3456,6,1.0,3,3.0,0,4.2,Apartment,High,Unfurnished,Yes,No,No,35409458
3057,6,2.0,1,0.0,32,17.5,Apartment,Premium,Unfurnished,Yes,No,No,28074094
2257,6,4.0,1,1.0,2,30.6,Apartment,Medium,Unfurnished,Yes,No,Yes,19136529
2831,6,3.0,3,1.0,4,18.8,Apartment,Low,Semi-Furnished,Yes,Yes,No,27492899
50000,25,15.0,8,12.0,180,250.0,Villa,Premium,Furnished,Yes,Yes,Yes,250000000
120,0,0.0,0,0.0,160,120.0,Apartment,Low,Unfurnished,No,No,No,200000
